,PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl
360698,99qFe,5q1k/pb1r2pp/8/2p2p2/2P2Q2/1P4P1/PB3P1P/4R1K1 w - - 2 28,e1e2 d7d1 e2e1 d1e1,600,109,69,97,endgame mate mateIn2 short,https://lichess.org/yibl6qNH#55
1147199,T9BfF,r5k1/Qp1q1r1p/2p3pB/3p1b2/8/4R3/PP3PPP/4R1K1 b - - 0 21,a8a7 e3e8 d7e8 e1e8 f7f8 e8f8,600,98,85,218,long mate mateIn3 middlegame,https://lichess.org/I9FghYLu/black#42
1147200,T9BnN,3br3/4q1k1/4Pppp/8/4Q3/4P3/1B3PPP/3R2K1 w - - 0 30,d1d7 e7d7 e4g6 g7g6,600,103,81,309,advantage endgame short,https://lichess.org/Ne1QWkVW#59
2173859,tDc7O,1rb4k/p1Nr3p/1p3p2/6p1/4nB2/8/PPR2PPP/4R1K1 w - - 0 26,e1e4 d7d1 e4e1 d1e1,600,105,91,715,backRankMate mate mateIn2 middlegame short,https://lichess.org/WWETC0rC#51
43678,174ZN,8/1r6/8/8/2R5/4k3/8/4K3 w - - 3 55,c4c6 b7b1 c6c1 b1c1,600,89,81,336,endgame mate mateIn2 rookEndgame short,https://lichess.org/7xENsE10#109
873028,MAH6m,3Q3k/5rp1/pr4Bp/q7/8/P7/1P3PPP/5RK1 b - - 1 27,f7f8 d8f8,600,100,67,129,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/UFFSeJE1/black#54
698012,HicKp,2r1r3/1R6/5p1k/1p3Pp1/pBb5/2P4P/1PB1p1P1/4R1K1 w - - 0 38,b7b5 c4b5,600,81,98,806,advantage hangingPiece middlegame oneMove,https://lichess.org/Az55f27Q#75
2414652,zLn3s,7k/5ppp/2B5/r2P4/4Pn2/5P1P/pr4PK/R5R1 b - - 5 42,f4g2 g1g2 b2g2 h2g2,600,81,100,973,crushing endgame short,https://lichess.org/NznkpPZM/black#84
445304,BIh9l,B3r1k1/p4p1p/1p1R2p1/2n2q2/8/1P6/PBP2PPP/2KR4 b - - 0 23,e8a8 d6d8 a8d8 d1d8,600,118,79,211,endgame mate mateIn2 short,https://lichess.org/DSn5X9K9/black#46
1726966,hrdfT,3r2k1/1p3ppp/4p3/8/3q4/5Q2/P4PPP/3rR1KR w - - 5 32,e1d1 d4d1 f3d1 d8d1,600,105,80,492,backRankMate endgame mate mateIn2 short,https://lichess.org/NxvWTM4V#63
268348,6olTr,4R1k1/p4p1p/1pb2P2/2p4p/2P5/8/P2r1PP1/4R1K1 b - - 1 30,c6e8 e1e8,600,102,88,879,endgame mate mateIn1 oneMove,https://lichess.org/jfMYmlMP/black#60
697884,HiNCm,r1b1r1k1/p3Bppp/1pp1p3/4P3/4P3/6P1/PP4BP/R2R2K1 b - - 0 19,e8e7 d1d8 e7e8 d8e8,600,111,73,170,backRankMate endgame mate mateIn2 short,https://lichess.org/9CJETGYk/black#38
991176,PAcuu,4r1k1/3Q1pbp/pp2r3/8/2P5/1P6/5PPP/3R2K1 w - - 4 30,b3b4 e6e1 d1e1 e8e1,600,109,85,548,backRankMate endgame mate mateIn2 short,https://lichess.org/XZRGMhLr#59
1788464,jQXUb,1qR3k1/1p3ppp/1b2p3/1p1p1n2/8/5P2/rP4K1/2R5 b - - 0 28,b8c8 c1c8 b6d8 c8d8,600,102,75,162,backRankMate endgame hangingPiece mate mateIn2 short,https://lichess.org/nFhK4c1z/black#56
1371229,YqGBB,5rk1/pp2b1pp/4p3/2prR3/8/8/PPP2PPP/R1B3K1 w - - 0 16,e5e2 d5d1 e2e1 d1e1,600,85,79,357,endgame kingsideAttack mate mateIn2 short,https://lichess.org/FFGaALPV#31
698205,Hivs5,1k2r3/ppp5/7p/3p2p1/6P1/7P/PP2R1P1/5RK1 b - - 0 27,e8e2 f1f8 e2e8 f8e8,600,85,79,127,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/XDl1kZXT/black#54
697892,HiOIJ,3r2k1/ppp1b1pp/8/5b2/5p2/1NP2P2/PP4PP/4R2K w - - 0 20,e1e7 d8d1 e7e1 d1e1,600,102,79,547,backRankMate endgame mate mateIn2 short,https://lichess.org/xnIitgmI#39
187681,4lEJE,5r1k/ppq3pp/2p5/3p4/3Pn3/6NQ/PPP2rP1/R4R1K w - - 8 23,g3e4 f2f1 a1f1 f8f1,600,108,72,191,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/5HnqZB2h#45
2002756,orwRP,1r1k4/1P3p2/R2Kp3/5p2/8/8/8/8 b - - 0 58,b8b7 a6a8 b7b8 a8b8,600,104,65,80,endgame mate mateIn2 rookEndgame short,https://lichess.org/ET6NKBZr/black#116
1528187,coal8,2rr2k1/1p3pp1/p3p2p/4n3/3N4/1P6/P1PR1PPP/3R2K1 b - - 0 22,g8f8 d4e6 f7e6 d2d8 c8d8 d1d8,600,89,91,145,crushing discoveredAttack endgame long,https://lichess.org/5FOSU9Ke/black#44
2173776,tDSuT,4k3/r4ppp/8/3p4/1R1P4/5P2/6PP/7K w - - 0 34,b4b5 a7a1 b5b1 a1b1,600,97,85,289,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/yt02RKm2#67
29174,0kMtc,3Q2k1/6pp/2p2p2/4q3/7P/6P1/5P2/6K1 b - - 7 40,e5e8 d8e8,600,114,76,242,endgame hangingPiece mate mateIn1 oneMove queenEndgame,https://lichess.org/cUKp3lWo/black#80
2414672,zLobq,rnbqkb1r/ppp2ppp/1n6/8/2B1N3/8/PPPP1PPP/RNBQK2R w KQkq - 1 7,c4f7 e8f7,600,104,83,316,advantage hangingPiece oneMove opening,https://lichess.org/JmpJmxKt#13
2173783,tDTWc,2b4k/7p/2p1p1pB/5p2/p1r4P/1q3N2/5P2/K2R2R1 b - - 9 41,c4c2 d1d8,600,103,74,227,mate mateIn1 middlegame oneMove,https://lichess.org/jMuuJRiX/black#82
1446346,ajiWE,5rk1/1pqb1ppp/4p3/p2pP3/P7/3QP1P1/1PrN1PP1/R2R2K1 w - - 1 21,d1c1 c2c1 a1c1 c7c1,600,103,85,339,crushing middlegame short,https://lichess.org/kM9l8rDY#41
698128,Himuw,3r2k1/3B1ppp/p7/8/8/p7/1n3PPP/2R3K1 b - - 1 30,d8d7 c1c8 d7d8 c8d8,600,100,89,186,backRankMate endgame mate mateIn2 short,https://lichess.org/MnlfAluG/black#60
1706173,hKw3O,4r3/3k4/pB1P1p2/Rb2r2p/6pP/P5P1/5P2/4R1K1 w - - 0 40,e1d1 e5e1 d1e1 e8e1,600,99,83,138,crushing endgame short,https://lichess.org/Yi2Dudrn#79
872927,MA6nz,3r2k1/pppq3p/5bp1/8/3p1P2/P2P2P1/1PP1Q2P/2K1R3 b - - 2 27,d8e8 e2e8 d7e8 e1e8,600,86,100,246,crushing endgame kingsideAttack short,https://lichess.org/Qc5aKFYl/black#54
1147021,T8uIo,1k2Q2r/ppp5/5r2/7p/6pP/3P2P1/qPP1RP2/5RK1 b - - 1 23,h8e8 e2e8,600,97,82,97,backRankMate endgame mate mateIn1 oneMove queenRookEndgame,https://lichess.org/D651l5eq/black#46
698101,HikDo,2k1r1r1/pp1n3p/2p1b3/3p1B2/5B2/2PP2P1/P1P1RP1P/2K1R3 b - - 0 22,e6f5 e2e8 g8e8 e1e8,600,87,100,274,mate mateIn2 middlegame queensideAttack short,https://lichess.org/8nbFiQXn/black#44
2337957,xOrB2,6k1/3N1ppp/4p3/p2p4/Pb6/2n1P2P/5PP1/R5K1 w - - 0 26,a1c1 c3e2 g1f1 e2c1,600,104,94,552,crushing endgame fork short,https://lichess.org/TsPc5FG3#51
1643611,fkDe1,8/7p/7k/8/6P1/P2n2NP/5r2/6K1 b - - 1 45,h6g5 g3e4 g5f4 e4f2,600,87,94,744,advantage endgame fork master short,https://lichess.org/hg1C78QI/black#90
268474,6ow0X,1r6/5kpp/2P1p3/p4p2/P7/8/5PPP/2R3K1 w - - 1 37,c1c5 b8b1 c5c1 b1c1,600,101,90,407,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/LNFMgRxZ#73
1916574,mgMTC,2r1k1nr/1pq2ppp/3pb3/pn6/2P5/Q4N2/P2NP1PP/2R1KB1R w Kk - 0 15,c4b5 c7c1 a3c1 c8c1,600,81,98,1235,crushing opening short,https://lichess.org/EvdfVzaK#29
2270539,vgICY,3R1rk1/5ppp/p4q2/1pp5/8/1P2R3/P3QPPP/6K1 b - - 0 20,f8d8 e3e8 d8e8 e2e8,600,108,89,286,endgame mate mateIn2 short,https://lichess.org/I8v6og3K/black#40
445158,BIT8I,6k1/1r4pp/3p4/3R1p2/4p3/2r5/5PPP/1R4K1 w - - 0 31,b1b7 c3c1 d5d1 c1d1,600,104,89,319,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/ADwkMht6#61
1812294,k268K,r3r1k1/2p2ppp/8/p3q3/1p4b1/1Q6/PP2BPPP/3RR1K1 w - - 0 19,e2g4 e5e1 d1e1 e8e1,600,84,75,107,backRankMate mate mateIn2 middlegame short,https://lichess.org/gm0jvhhS#37
2030173,pZcuU,5r1k/3R2pp/3p4/4p3/4P1r1/3P4/1PP4K/2R5 b - - 1 32,f8f6 d7d8 f6f8 d8f8,600,102,71,245,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/VDd0Node/black#64
1446350,ajiv2,4r3/2p2kpp/p1b1rp2/2Q5/3P4/5NP1/PP3P1P/R5K1 w - - 3 25,f3h4 e6e1 a1e1 e8e1,600,104,90,305,endgame mate mateIn2 short,https://lichess.org/J3CZu9cp#49
1780505,jDwhi,1kr5/p4ppp/4p3/1p1rP3/2Rb4/2B5/5PPP/1R4K1 w - - 0 23,c4c8 b8c8 c3d4 d5d4,600,88,71,62,crushing endgame short,https://lichess.org/haC4Sb77#45
1812271,k23oK,r5k1/p2R1ppp/1p2p3/8/8/P4P2/1P1R1PKP/2r5 b - - 4 24,c1c5 d7d8 a8d8 d2d8,600,89,63,50,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/lXihuedd/black#48
1371212,YqFIi,2r1q1k1/1br3p1/pQp1p2p/1p6/5P2/1B5P/PP1R2P1/3R2K1 w - - 0 26,b3e6 e8e6,600,112,68,75,advantage hangingPiece middlegame oneMove,https://lichess.org/aJLPLtTc#51
268328,6ojZs,8/P1Q1bk1p/4pp2/3bp3/3r3P/6R1/5P2/2Rr2K1 w - - 1 32,c1d1 d4d1 g1h2 d1h1,600,102,84,293,endgame mate mateIn2 short,https://lichess.org/xuUWUdYV#63
697677,Hi2fv,2rRk2r/pq3pp1/4p3/1p2n2p/8/BP3NP1/3QPPKP/3R4 b k - 1 24,c8d8 d2d8,600,98,63,114,mate mateIn1 middlegame oneMove,https://lichess.org/ITPGxOKe/black#48
138017,3VTmD,r5k1/5pp1/4p2p/1p6/1Q1P4/P3P3/q2R1PPP/2rB2K1 w - - 4 27,d2a2 c1d1 b4e1 d1e1,600,109,64,383,backRankMate endgame hangingPiece mate mateIn2 short,https://lichess.org/DX31pDzg#53
1916704,mgXTA,r3r1k1/p1p2p1p/1p2q1p1/6P1/P2PR3/2P5/2P1Q2P/4R1K1 b - - 0 26,e6c6 e4e8 a8e8 e2e8 c6e8 e1e8,600,101,89,398,crushing endgame kingsideAttack long,https://lichess.org/Pn9sC73g/black#52
1147467,T9bUH,5Q1k/pp4pp/2pq4/3p4/3P4/P1P4P/1P3RP1/6K1 b - - 0 25,d6f8 f2f8,600,110,82,77,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/tXf4pVi6/black#50
697628,HhzAm,6k1/1p4pp/2p1R3/p7/8/2P5/1P3PPP/3r2K1 w - - 1 28,e6e1 d1e1,600,91,78,409,backRankMate endgame hangingPiece mate mateIn1 oneMove rookEndgame,https://lichess.org/O6MOXCjZ#55
2302736,wVEXV,3r2k1/p4pp1/2p4p/7Q/5R2/8/P5PP/4r2K w - - 1 29,f4f1 e1f1,600,108,47,576,backRankMate endgame hangingPiece mate mateIn1 oneMove queenRookEndgame,https://lichess.org/2sKEJD0y#57
1706059,hKkTj,3rkB1r/2p1p2p/pp4p1/8/8/2b2N1Q/P4PPP/2Rq2KR w k - 1 20,c1d1 d8d1 f3e1 d1e1,600,103,71,285,backRankMate mate mateIn2 middlegame short,https://lichess.org/sLEHtEfe#39
2378547,yQyq9,r2r2k1/pp3p1p/2p3pB/8/3P1P2/4R2P/b5P1/4R1K1 b - - 0 29,d8d4 e3e8 a8e8 e1e8,600,84,81,288,endgame mate mateIn2 short,https://lichess.org/dC6kVCYh/black#58
2173990,tDn7R,5r2/pppk4/8/2P5/1P3r2/P3RpR1/5K2/8 w - - 0 39,g3f3 f4f3 e3f3 f8f3,600,108,54,47,crushing endgame rookEndgame short,https://lichess.org/If2BklLO#77
697604,HhwAi,2r3k1/5ppp/1pnRp3/4N3/4P3/2P5/r4PPP/3R2K1 b - - 3 20,c6e5 d6d8 c8d8 d1d8,600,98,86,234,backRankMate endgame mate mateIn2 short,https://lichess.org/pokPB60d/black#40
1147495,T9f0k,3rkb1r/ppp1pppp/8/4P3/2p3b1/4P3/PP3PPP/R1B1KB1R w KQk - 0 10,f1c4 d8d1,600,91,69,157,mate mateIn1 middlegame oneMove,https://lichess.org/FnnPWByF#19
1147509,T9g82,r3r1kn/3R1ppp/1P6/2p5/1p6/1B6/NP1n1PPP/4R1K1 w - - 1 25,d7d2 e8e1,600,101,73,212,backRankMate hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/5Z4rl364#49
2174006,tDoKs,2r5/p4pkp/3r2b1/1p2N3/8/1P3R2/P4PPP/3R2K1 w - - 0 29,h2h3 d6d1,600,96,85,335,crushing endgame hangingPiece oneMove,https://lichess.org/DrslWFiL#57
1147553,T9k1B,4r1k1/4r1pp/pb1p4/1p3q2/2p1P3/2P2B2/P1QB2PP/7K w - - 0 37,e4f5 e7e1 d2e1 e8e1,600,102,90,600,backRankMate endgame mate mateIn2 sacrifice short,https://lichess.org/eIOm8g3Q#73
1528571,cpD1l,Q1R3k1/5ppp/1p1n4/3P2q1/8/1P5P/P2n1PP1/6K1 b - - 0 30,d6c8 a8c8 g5d8 c8d8,600,114,47,41,backRankMate endgame mate mateIn2 short,https://lichess.org/21JPJP63/black#60
873209,MAaUS,rn2Q1kr/pppb1ppp/3p4/7B/P4q2/8/1B3PPP/R3R1K1 b - - 7 18,d7e8 e1e8,600,96,72,355,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/tWBInp4T/black#36
1888044,lx03R,3r2k1/pb4p1/1p2p3/4Np2/8/P3qP2/1P4PP/4R2K w - - 0 31,e1e3 d8d1 e3e1 d1e1,600,102,73,396,backRankMate endgame mate mateIn2 short,https://lichess.org/OwktpXVM#61
2270375,vg2PX,4r1k1/p3q1pp/2pb1p2/3p4/3P1pQN/2P5/PP3PPP/R5K1 w - - 0 22,h4f5 e7e1 a1e1 e8e1,600,94,93,798,backRankMate endgame mate mateIn2 sacrifice short,https://lichess.org/jw647ein#43
873218,MAbO7,1k2Q3/1pp3pp/5n2/2B5/6P1/4R3/PPP1K3/3r3q b - - 4 31,f6e8 e3e8 d1d8 e8d8,600,85,75,126,endgame mate mateIn2 short,https://lichess.org/4P69cG7Y/black#62
268170,6oTFu,k2r4/pp1nr3/1bp2B1p/6p1/4P3/2PR4/PP2N1PP/3R3K b - - 2 24,d7f6 d3d8 b6d8 d1d8,600,105,84,318,backRankMate mate mateIn2 middlegame short,https://lichess.org/Yhg58BCA/black#48
1148124,TAd9X,2q5/7p/6n1/1p6/1P1Q2P1/6Bk/5P2/2r1R1K1 w - - 0 43,e1c1 c8c1 d4d1 c1d1,600,95,95,549,endgame mate mateIn2 short,https://lichess.org/FtJPvq7r#85
1528488,cp5Zl,1k1r4/1pp2pQp/p7/8/4P3/P1P5/1P1r1PPP/1q1R2K1 w - - 0 23,d1b1 d2d1 b1d1 d8d1,600,97,85,137,backRankMate endgame mate mateIn2 queenRookEndgame short,https://lichess.org/mIKDEpTg#45
2173948,tDjih,r4Q1k/1p4pp/pq6/2p1n1B1/2Pp4/1P6/P5PP/R4RK1 b - - 2 28,a8f8 f1f8,600,100,76,435,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/LralyJWh/black#56
1916669,mgUju,8/pp1r3k/8/2p3B1/4PN1p/P7/1P3PPP/2R3K1 w - - 0 29,c1c5 d7d1,600,104,81,604,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/w52koULw#57
697819,HiFXG,8/8/8/1p4PK/3k3b/8/8/4B3 b - - 0 61,h4e1 g5g6 b5b4 g6g7,600,84,67,107,advancedPawn bishopEndgame crushing endgame master short,https://lichess.org/ZIhYRrgc/black#122
2322232,x0Ipr,6k1/6pp/2R5/1p3Q2/8/bq2B3/5PPP/1R1r2K1 w - - 1 31,b1d1 b3d1,600,99,91,601,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/TdeM2UMg#61
1812268,k23X8,3r2k1/pp3p1p/6p1/4p3/8/N1Pr1PPb/Pq2Q2P/R2R3K w - - 0 23,e2b2 d3d1 a1d1 d8d1,600,107,90,298,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/lxQSAT8U#45
1147333,T9OcN,r1b2r1k/6pB/p3p1Qp/1p5R/8/8/PP4PP/R4q1K w - - 2 26,a1f1 f8f1,600,99,87,157,backRankMate mate mateIn1 middlegame oneMove,https://lichess.org/5EfMeC5L#51
873089,MANFO,1k3r2/ppp5/3p4/1q1P1Q2/8/8/PP3PRP/R5K1 b - - 0 29,f8f5 g2g8 f5f8 g8f8 b5e8 f8e8,600,93,78,132,backRankMate endgame long mate mateIn3 queenRookEndgame,https://lichess.org/m54Dz5K5/black#58
445440,BItL1,8/Q1p1r1k1/1p1b1pp1/8/3R4/7P/6P1/3Rq2K w - - 2 46,d1e1 e7e1,600,86,82,582,endgame mate mateIn1 oneMove,https://lichess.org/NkRJmmgG#91
779286,Jm2Bi,k3qQ2/pp4p1/2p5/2p5/6P1/2P3P1/PP3RK1/8 b - - 1 29,e8f8 f2f8,600,98,95,512,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/jmuwGeHN/black#58
697762,HiAS3,r1bQ2k1/pp3ppp/5q2/4r3/8/7P/PPP2PP1/2KR1B1R b - - 4 17,f6d8 d1d8 e5e8 d8e8,600,104,78,90,backRankMate mate mateIn2 middlegame short,https://lichess.org/QDJ1TZEO/black#34
2433373,zpN78,1r4k1/6p1/7p/p1R5/8/p3P3/1P3PPP/6K1 w - - 0 30,b2a3 b8b1 c5c1 b1c1,600,101,93,441,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/6dObbOTl#59
1446416,ajqdA,r4k2/p1p1qpb1/1p6/6p1/3pB3/P2P3Q/1PP2PPP/4R1K1 w - - 3 24,e4a8 e7e1,600,100,43,112,endgame hangingPiece kingsideAttack mate mateIn1 oneMove,https://lichess.org/zV0OmCdV#47
1749837,iRRQT,6k1/2R2ppp/p3p3/3r4/Pr1P4/5P2/5PPP/5RK1 b - - 0 23,b4a4 c7c8 d5d8 c8d8,600,104,93,526,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/PJkKJGhA/black#46
2173938,tDiu4,4R3/5p1k/3r2pp/8/p3B3/2r5/5PPP/3R2K1 w - - 0 34,d1d6 c3c1 d6d1 c1d1,600,81,57,270,backRankMate endgame mate mateIn2 short,https://lichess.org/vMvqtJuz#67
1147382,T9TfC,3r4/ppk3pp/1p3p2/4n3/P2pPQ2/3P1PP1/7P/6K1 w - - 0 31,f4d2 e5f3 g1f2 f3d2,600,111,69,328,crushing endgame fork short,https://lichess.org/gzly5iIo#61
1147392,T9Ucf,q2Q3k/pp4pp/4p3/8/8/2P3B1/Pr3PPP/3R2K1 b - - 1 24,a8d8 d1d8,600,103,73,136,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/NfQum2vz/black#48
1780512,jDxGp,6k1/p2R1p1p/1p3qpB/2p5/5nP1/1P3P2/P3r2P/5R1K b - - 0 30,f6b2 d7d8 e2e8 d8e8,600,106,92,252,endgame mate mateIn2 short,https://lichess.org/AIpDMA5y/black#60
697709,Hi5TE,4r1k1/p4ppn/1p6/3N1Q2/8/8/P3qPPP/2rR2K1 w - - 0 24,d1c1 e2e1 c1e1 e8e1,600,99,95,582,backRankMate endgame mate mateIn2 sacrifice short,https://lichess.org/SDLiHzMQ#47
2387428,yf03E,7k/p6p/2R5/7N/8/2P4P/r6r/6K1 b - - 3 32,h2h3 c6c8,600,104,71,452,endgame mate mateIn1 oneMove,https://lichess.org/5Lysft5e/black#64
697698,Hi4hH,8/8/7p/8/r5P1/3k3P/1r6/1R1K4 w - - 0 52,b1b2 a4a1 b2b1 a1b1,600,104,91,507,endgame mate mateIn2 rookEndgame short,https://lichess.org/P4JTzITC#103
1074926,RJDEN,6k1/2r2pp1/1p1p3p/p7/4P3/P4P2/6PP/3R3K w - - 0 28,d1d6 c7c1 d6d1 c1d1,600,88,79,354,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/UoOGa1zz#55
1529520,cqitB,5rk1/1N1p4/pp1Np2p/2p3p1/2Pr4/P3R3/R4PPP/6K1 w - - 2 32,d6e4 d4d1 e3e1 d1e1,600,97,89,308,endgame kingsideAttack mate mateIn2 short,https://lichess.org/8aFHDqxT#63
1370338,Yota7,2k3nr/ppp5/3r3p/5B2/3P4/1P5p/1P3PP1/R3R1K1 b - - 0 20,c8b8 e1e8 d6d8 e8d8,600,101,78,121,endgame mate mateIn2 queensideAttack short,https://lichess.org/tTY78I3y/black#40
2414530,zLe0c,2r3k1/pq3p2/4pp1p/2p5/2P5/PP1R2P1/2Q2P1P/6K1 b - - 1 23,b7e4 d3d8 c8d8 c2e4,600,101,64,320,advantage discoveredAttack endgame short,https://lichess.org/H0VwqFkk/black#46
2338283,xPPqk,2r4r/k3bppp/1R1npn2/8/1P6/P3PB2/1B3PPP/RN4K1 w - - 1 20,b2d4 c8c1 f3d1 c1d1,600,97,79,274,backRankMate mate mateIn2 middlegame short,https://lichess.org/DLc2Wp6m#39
447163,BLWmC,3r2k1/5ppp/5q2/p7/1p2r3/3RB1PP/4KP2/R3N3 b - - 0 30,f6a1 d3d8 e4e8 d8e8,600,103,90,344,backRankMate endgame hangingPiece mate mateIn2 short,https://lichess.org/ZV9ULdAZ/black#60
1369691,Ynp46,8/8/p1b5/3p1pk1/1P1P4/P3NK2/8/8 w - - 0 42,f3g3 f5f4 g3f3 f4e3,600,79,97,576,crushing endgame fork short,https://lichess.org/B0FRkqZC#83
447176,BLY0N,8/8/4ppp1/5k1p/5P2/4bKPP/8/8 b - - 1 38,e3c1 g3g4 h5g4 h3g4,600,88,95,181,bishopEndgame endgame mate mateIn2 short,https://lichess.org/EwfnShYC/black#76
990300,P9CtQ,3r2k1/pp2pp1p/6p1/6Q1/8/2Pr1P2/P5PP/q4R1K w - - 0 21,f1a1 d3d1 a1d1 d8d1,600,104,75,197,backRankMate endgame mate mateIn2 queenRookEndgame short,https://lichess.org/MP8aCRlz#41
696058,HfRzD,6k1/pp3ppp/2n2n2/8/P3p3/1P2N1P1/3r2BP/2R2K2 b - - 2 25,c6d4 c1c8 f6e8 c8e8,600,100,89,445,backRankMate endgame mate mateIn2 short,https://lichess.org/1Lrp55e9/black#50
447182,BLYtl,Q4rk1/5ppp/1p2p3/4q3/8/8/P2R1PPP/3R2K1 b - - 0 22,f8a8 d2d8 a8d8 d1d8,600,85,100,143,backRankMate endgame mate mateIn2 queenRookEndgame short,https://lichess.org/mKseStsL/black#44
696055,HfRjS,3q3k/1p2bp2/p1p3p1/4Pb2/5B2/P1QBP3/1P3PPP/6K1 w - - 5 26,d3f5 d8d1 c3e1 d1e1,600,84,96,575,endgame mate mateIn2 short,https://lichess.org/o7FxylWp#51
447159,BLWOu,4r2k/4q1pp/p7/2pp1b2/6n1/1Q1P2N1/PP3PPP/R5K1 w - - 0 23,g3f5 e7e1 a1e1 e8e1,600,106,75,127,endgame mate mateIn2 sacrifice short,https://lichess.org/VEUFh2D0#45
1529155,cq7uQ,3rr2k/6p1/5pQp/p2P4/P1BR4/1P6/2P3PP/3Rq2K w - - 3 31,d1e1 e8e1 c4f1 e1f1,600,110,63,196,backRankMate endgame mate mateIn2 short,https://lichess.org/7ZpkdHYZ#61
447189,BLZTy,6r1/p7/8/4R3/3P4/P1Pk3P/1P3p2/2K2R2 w - - 4 41,f1f2 g8g1 f2f1 g1f1 e5e1 f1e1,600,101,73,72,endgame long mate mateIn3 rookEndgame,https://lichess.org/zreyT8Ba#81
360097,98v2i,8/5k1Q/6p1/4qp2/Pp2p3/1P6/1P6/1K6 b - - 3 39,e5g7 h7g7 f7g7 a4a5,600,85,100,457,crushing defensiveMove endgame master queenEndgame short,https://lichess.org/vn4aSabp/black#78
1074481,RIODI,r4Q1k/6np/3p2p1/2pP4/1pP1q2P/pP2P3/P5PN/5RK1 b - - 2 31,a8f8 f1f8,600,104,82,866,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/bftqblY7/black#62
1529206,cqCou,r1b3k1/1p1r1p1p/p3p1p1/6N1/5Q2/1B6/P1P1nPPP/4R1K1 w - - 1 21,e1e2 d7d1 e2e1 d1e1,600,108,74,626,backRankMate mate mateIn2 middlegame short,https://lichess.org/l4sLpaW6#41
1074465,RIM4q,r5k1/2R2ppp/1p2p3/3pP3/R2P4/5P1P/6P1/7K b - - 0 27,a8a4 c7c8,600,87,100,51,backRankMate endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/MbjLDqlu/black#54
1705684,hKCFR,2r3k1/p1r2pp1/nppR3p/8/2P1B3/4P2P/P5P1/3R2K1 b - - 8 25,c6c5 d6d8 c8d8 d1d8,600,106,84,456,endgame mate mateIn2 short,https://lichess.org/5LPiyLrG/black#50
1149018,TC3AA,4r1k1/1p2Bppp/4p3/1BP5/P3bP2/b7/6PP/3R2K1 b - - 0 24,e8e7 d1d8 e7e8 d8e8,600,104,71,485,backRankMate endgame mate mateIn2 short,https://lichess.org/1b0k1JBk/black#48
1739556,iBDK6,3r2k1/1p3pp1/7p/p1R2P2/P7/1P6/3RnPPP/6K1 w - - 0 28,d2e2 d8d1 e2e1 d1e1,600,88,44,110,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/M24Rb94k#55
779768,Jmm9p,5rk1/1p3ppp/8/p4p2/P7/4P3/1qBR1PPP/3R2K1 b - - 1 22,f8c8 d2d8 c8d8 d1d8,600,104,94,422,backRankMate endgame mate mateIn2 short,https://lichess.org/Vju4o4VT/black#44
779741,Jmk3A,1k1r4/ppp4p/5Rp1/8/1Pr5/8/PR3KPP/8 b - - 1 27,d8d4 f6f8 d4d8 f8d8,600,108,93,141,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/e0C8hwlb/black#54
2002031,oqpYU,r5k1/5ppp/4pn2/3p1b2/3P4/B7/P4PPP/2R1K2R b K - 0 19,a8a3 c1c8 f6e8 c8e8,600,100,81,97,backRankMate endgame mate mateIn2 short,https://lichess.org/GtBQrKWF/black#38
1917249,mhNXX,4r1k1/R4ppp/2p5/8/4P3/8/P4KPP/8 b - - 0 25,e8e4 a7a8 e4e8 a8e8,600,106,79,185,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/RmWOXOsL/black#50
1917196,mhIQM,2k1Qr2/1p1n4/1Pp5/6p1/3P2Pp/2P1Rr1P/P4q2/R4N1K b - - 2 30,f8e8 e3e8,600,87,100,230,master masterVsMaster mate mateIn1 middlegame oneMove,https://lichess.org/1jcUjW7f/black#60
